0,0,0,16,16
0,16,0,16,16
0,32,0,16,16
0,48,0,16,16
0,64,0,16,16
0,80,0,16,16
0,96,0,16,16
0,112,0,16,16
0,128,0,16,16
0,144,0,16,16
0,160,0,16,16
0,176,0,16,16
0,192,0,16,16
0,208,0,16,16
0,224,0,16,16
0,240,0,16,16
0,256,0,16,16
0,272,0,16,16
0,288,0,16,16
0,304,0,16,16
0,320,0,16,16
0,336,0,16,16
0,352,0,16,16
0,368,0,16,16
0,384,0,16,16
0,400,0,16,16
0,416,0,16,16
0,432,0,16,16
0,448,0,16,16
0,464,0,16,16
0,480,0,16,16
0,496,0,16,16
0,512,0,16,16
0,528,0,16,16
0,544,0,16,16
0,560,0,16,16
0,576,0,16,16
0,592,0,16,16
0,608,0,16,16
0,624,0,16,16
0,640,0,16,16
0,656,0,16,16
0,672,0,16,16
0,688,0,16,16
0,704,0,16,16
0,720,0,16,16
0,736,0,16,16
0,752,0,16,16
0,768,0,16,16
0,784,0,16,16
0,800,0,16,16
0,816,0,16,16
0,832,0,16,16
0,848,0,16,16
0,864,0,16,16
0,880,0,16,16
0,896,0,16,16
0,912,0,16,16
0,928,0,16,16
0,944,0,16,16
0,960,0,16,16
0,976,0,16,16
0,992,0,16,16
0,1008,0,16,16
0,1024,0,16,16
0,1040,0,16,16
0,1056,0,16,16
0,1072,0,16,16
0,1088,0,16,16
0,1104,0,16,16
0,1120,0,16,16
0,1136,0,16,16
0,1152,0,16,16
0,1168,0,16,16
0,1184,0,16,16
0,1200,0,16,16
0,1216,0,16,16
0,1232,0,16,16
0,1248,0,16,16
0,0,16,16,16
0,16,16,16,16
0,32,16,16,16
0,48,16,16,16
0,64,16,16,16
0,80,16,16,16
0,96,16,16,16
0,112,16,16,16
0,128,16,16,16
0,144,16,16,16
0,160,16,16,16
0,176,16,16,16
0,192,16,16,16
0,208,16,16,16
0,224,16,16,16
0,240,16,16,16
0,256,16,16,16
0,272,16,16,16
0,288,16,16,16
0,304,16,16,16
0,320,16,16,16
0,336,16,16,16
0,352,16,16,16
0,368,16,16,16
0,384,16,16,16
0,400,16,16,16
0,416,16,16,16
0,432,16,16,16
0,448,16,16,16
0,464,16,16,16
0,480,16,16,16
0,496,16,16,16
0,512,16,16,16
0,528,16,16,16
0,544,16,16,16
0,560,16,16,16
0,576,16,16,16
0,592,16,16,16
0,608,16,16,16
0,624,16,16,16
0,640,16,16,16
0,656,16,16,16
0,672,16,16,16
0,688,16,16,16
0,704,16,16,16
0,720,16,16,16
0,736,16,16,16
0,752,16,16,16
0,768,16,16,16
0,784,16,16,16
0,800,16,16,16
0,816,16,16,16
0,832,16,16,16
0,848,16,16,16
0,864,16,16,16
0,880,16,16,16
0,896,16,16,16
0,912,16,16,16
0,928,16,16,16
0,944,16,16,16
0,960,16,16,16
0,976,16,16,16
0,992,16,16,16
0,1008,16,16,16
0,1024,16,16,16
0,1040,16,16,16
0,1056,16,16,16
0,1072,16,16,16
0,1088,16,16,16
0,1104,16,16,16
0,1120,16,16,16
0,1136,16,16,16
0,1152,16,16,16
0,1168,16,16,16
0,1184,16,16,16
0,1200,16,16,16
0,1216,16,16,16
0,1232,16,16,16
0,1248,16,16,16
0,0,32,16,16
0,16,32,16,16
0,32,32,16,16
0,48,32,16,16
0,64,32,16,16
0,80,32,16,16
0,96,32,16,16
0,112,32,16,16
0,128,32,16,16
0,144,32,16,16
0,160,32,16,16
0,176,32,16,16
0,192,32,16,16
0,208,32,16,16
0,224,32,16,16
0,240,32,16,16
0,256,32,16,16
0,272,32,16,16
0,288,32,16,16
0,304,32,16,16
0,320,32,16,16
0,336,32,16,16
0,352,32,16,16
0,368,32,16,16
0,384,32,16,16
0,400,32,16,16
0,416,32,16,16
0,432,32,16,16
0,448,32,16,16
0,464,32,16,16
0,480,32,16,16
0,496,32,16,16
0,512,32,16,16
0,528,32,16,16
0,544,32,16,16
0,560,32,16,16
0,576,32,16,16
0,592,32,16,16
0,608,32,16,16
0,624,32,16,16
0,640,32,16,16
0,656,32,16,16
0,672,32,16,16
0,688,32,16,16
0,704,32,16,16
0,720,32,16,16
0,736,32,16,16
0,752,32,16,16
0,768,32,16,16
0,784,32,16,16
0,800,32,16,16
0,816,32,16,16
0,832,32,16,16
0,848,32,16,16
0,864,32,16,16
0,880,32,16,16
0,896,32,16,16
0,912,32,16,16
0,928,32,16,16
0,944,32,16,16
0,960,32,16,16
0,976,32,16,16
0,992,32,16,16
0,1008,32,16,16
0,1024,32,16,16
0,1040,32,16,16
0,1056,32,16,16
0,1072,32,16,16
0,1088,32,16,16
0,1104,32,16,16
0,1120,32,16,16
0,1136,32,16,16
0,1152,32,16,16
0,1168,32,16,16
0,1184,32,16,16
0,1200,32,16,16
0,1216,32,16,16
0,1232,32,16,16
0,1248,32,16,16
0,0,48,16,16
0,16,48,16,16
0,32,48,16,16
0,48,48,16,16
0,64,48,16,16
0,80,48,16,16
0,96,48,16,16
0,112,48,16,16
0,128,48,16,16
0,144,48,16,16
0,160,48,16,16
0,176,48,16,16
0,192,48,16,16
0,208,48,16,16
0,224,48,16,16
0,240,48,16,16
0,256,48,16,16
0,272,48,16,16
0,288,48,16,16
0,304,48,16,16
0,320,48,16,16
0,336,48,16,16
0,352,48,16,16
0,368,48,16,16
0,384,48,16,16
0,400,48,16,16
0,416,48,16,16
0,432,48,16,16
0,448,48,16,16
0,464,48,16,16
0,480,48,16,16
0,496,48,16,16
0,512,48,16,16
0,528,48,16,16
0,544,48,16,16
0,560,48,16,16
0,576,48,16,16
0,592,48,16,16
0,608,48,16,16
0,624,48,16,16
0,640,48,16,16
0,656,48,16,16
0,672,48,16,16
0,688,48,16,16
0,704,48,16,16
0,720,48,16,16
0,736,48,16,16
0,752,48,16,16
0,768,48,16,16
0,784,48,16,16
0,800,48,16,16
0,816,48,16,16
0,832,48,16,16
0,848,48,16,16
0,864,48,16,16
0,880,48,16,16
0,896,48,16,16
0,912,48,16,16
0,928,48,16,16
0,944,48,16,16
0,960,48,16,16
0,976,48,16,16
0,992,48,16,16
0,1008,48,16,16
0,1024,48,16,16
0,1040,48,16,16
0,1056,48,16,16
0,1072,48,16,16
0,1088,48,16,16
0,1104,48,16,16
0,1120,48,16,16
0,1136,48,16,16
0,1152,48,16,16
0,1168,48,16,16
0,1184,48,16,16
0,1200,48,16,16
0,1216,48,16,16
0,1232,48,16,16
0,1248,48,16,16
0,0,64,16,16
0,16,64,16,16
0,32,64,16,16
0,48,64,16,16
0,64,64,16,16
0,80,64,16,16
0,96,64,16,16
0,112,64,16,16
0,128,64,16,16
0,144,64,16,16
0,160,64,16,16
0,176,64,16,16
0,192,64,16,16
0,208,64,16,16
0,224,64,16,16
0,240,64,16,16
0,256,64,16,16
0,272,64,16,16
0,288,64,16,16
0,304,64,16,16
